year,quarter,pred_name,stratum_area,size,area_size_fac
1987,1,HAD,6,250,0
1987,1,HAD,6,300,0
1987,1,HAD,6,350,0.019607843
1987,1,HAD,6,400,0
1987,1,HAD,6,500,0
1987,1,HAD,6,600,0
1987,1,HAD,6,700,0
1987,1,HAD,6,800,0
1987,1,HAD,7,100,0.134615385
1987,1,HAD,7,120,14.71153846
1987,1,HAD,7,150,226.1525641
1987,1,HAD,7,200,51.30897436
1987,1,HAD,7,250,15.47051282
1987,1,HAD,7,300,25.86666667
1987,1,HAD,7,350,4.901282051
1987,1,HAD,7,400,1.278205128
1987,1,HAD,7,500,0.561538462
1987,1,HAD,7,600,0.051282051
1987,1,HAD,7,700,0
1987,1,HAD,7,800,0
1987,1,HAD,8,100,0
1987,1,HAD,8,120,1.574074074
1987,1,HAD,8,150,133.0833333
1987,1,HAD,8,200,72.2962963
1987,1,HAD,8,250,2.814814815
1987,1,HAD,8,300,1.833333333
1987,1,HAD,8,350,2.509259259
1987,1,HAD,8,400,0.62962963
1987,1,HAD,8,500,0.148148148
1987,1,HAD,8,600,0
1987,1,HAD,8,700,0
1987,1,HAD,8,800,0
1987,1,HAD,9,100,0
1987,1,HAD,9,120,0
1987,1,HAD,9,150,5.041666667
1987,1,HAD,9,200,16.03125
1987,1,HAD,9,250,0.78125
1987,1,HAD,9,300,0
1987,1,HAD,9,350,0.5625
1987,1,HAD,9,400,0.5
1987,1,HAD,9,500,0
1987,1,HAD,9,600,0
1987,1,HAD,9,700,0
1987,1,HAD,9,800,0
1987,1,MAC,1,150,8.650406504
1987,1,MAC,1,200,16.61788618
1987,1,MAC,1,250,0.329268293
1987,1,MAC,1,300,0.451219512
1987,1,MAC,1,350,0.207317073
1987,1,MAC,1,400,0.12195122
1987,1,MAC,2,150,0.026666667
1987,1,MAC,2,200,0.026666667
1987,1,MAC,2,250,0.133333333
1987,1,MAC,2,300,0.026666667
1987,1,MAC,2,350,0
1987,1,MAC,2,400,0
1987,1,MAC,3,150,0
1987,1,MAC,3,200,0.025
1987,1,MAC,3,250,0
1987,1,MAC,3,300,0
1987,1,MAC,3,350,0.075
1987,1,MAC,3,400,0
1987,1,MAC,4,150,0
1987,1,MAC,4,200,0
1987,1,MAC,4,250,0
1987,1,MAC,4,300,0
1987,1,MAC,4,350,0
1987,1,MAC,4,400,0
1987,1,MAC,5,150,0
1987,1,MAC,5,200,0
1987,1,MAC,5,250,0
1987,1,MAC,5,300,0
1987,1,MAC,5,350,0
1987,1,MAC,5,400,0
1987,1,MAC,6,150,0
1987,1,MAC,6,200,0.049019608
1987,1,MAC,6,250,0.034313726
1987,1,MAC,6,300,0
1987,1,MAC,6,350,0
1987,1,MAC,6,400,0
1987,1,MAC,7,150,0
1987,1,MAC,7,200,0.038461539
1987,1,MAC,7,250,0.030769231
1987,1,MAC,7,300,0
1987,1,MAC,7,350,0
1987,1,MAC,7,400,0
1987,1,MAC,8,150,0
1987,1,MAC,8,200,0
1987,1,MAC,8,250,0
1987,1,MAC,8,300,0.148148148
1987,1,MAC,8,350,0
1987,1,MAC,8,400,0
1987,1,MAC,9,150,0
1987,1,MAC,9,200,0.0625
1987,1,MAC,9,250,0
1987,1,MAC,9,300,0
1987,1,MAC,9,350,0
1987,1,MAC,9,400,0
1987,1,RAJ,1,60,0
1987,1,RAJ,1,70,0
1987,1,RAJ,1,80,0.051282051
1987,1,RAJ,1,100,0.051282051
1987,1,RAJ,1,120,0.17948718
1987,1,RAJ,1,150,0.487179487
1987,1,RAJ,1,200,0.615384615
1987,1,RAJ,1,250,1.615384615
1987,1,RAJ,1,300,1.743589744
1987,1,RAJ,1,350,1.974358974
1987,1,RAJ,1,400,3.256410256
1987,1,RAJ,1,500,0.230769231
1987,1,RAJ,2,60,0
1987,1,RAJ,2,70,0
1987,1,RAJ,2,80,0.081632653
1987,1,RAJ,2,100,0.204081633
1987,1,RAJ,2,120,0.265306122
1987,1,RAJ,2,150,0.612244898
1987,1,RAJ,2,200,1.040816327
1987,1,RAJ,2,250,2.346938776
1987,1,RAJ,2,300,1.918367347
1987,1,RAJ,2,350,1.897959184
1987,1,RAJ,2,400,6.12244898
1987,1,RAJ,2,500,1.102040816
1987,1,RAJ,3,60,0
1987,1,RAJ,3,70,0
1987,1,RAJ,3,80,0.076923077
1987,1,RAJ,3,100,0.153846154
1987,1,RAJ,3,120,0.038461539
1987,1,RAJ,3,150,0.230769231
1987,1,RAJ,3,200,0.423076923
1987,1,RAJ,3,250,1.192307692
1987,1,RAJ,3,300,1.846153846
1987,1,RAJ,3,350,2.307692308
1987,1,RAJ,3,400,2.230769231
1987,1,RAJ,3,500,0.038461539
1987,1,RAJ,4,60,0
1987,1,RAJ,4,70,0
1987,1,RAJ,4,80,0
1987,1,RAJ,4,100,0
1987,1,RAJ,4,120,0
1987,1,RAJ,4,150,0.222222222
1987,1,RAJ,4,200,0
1987,1,RAJ,4,250,0.222222222
1987,1,RAJ,4,300,0.666666667
1987,1,RAJ,4,350,1.555555556
1987,1,RAJ,4,400,1.111111111
1987,1,RAJ,4,500,0.222222222
1987,1,RAJ,5,60,0
1987,1,RAJ,5,70,0
1987,1,RAJ,5,80,0
1987,1,RAJ,5,100,0
1987,1,RAJ,5,120,0
1987,1,RAJ,5,150,0
1987,1,RAJ,5,200,0
1987,1,RAJ,5,250,0
1987,1,RAJ,5,300,0.666666667
1987,1,RAJ,5,350,0
1987,1,RAJ,5,400,2
1987,1,RAJ,5,500,0
1987,1,RAJ,6,60,0
1987,1,RAJ,6,70,0
1987,1,RAJ,6,80,0
1987,1,RAJ,6,100,0
1987,1,RAJ,6,120,0
1987,1,RAJ,6,150,0
1987,1,RAJ,6,200,0
1987,1,RAJ,6,250,0.4
1987,1,RAJ,6,300,0.8
1987,1,RAJ,6,350,0.8
1987,1,RAJ,6,400,3.2
1987,1,RAJ,6,500,0.4
1987,1,RAJ,7,60,0
1987,1,RAJ,7,70,0
1987,1,RAJ,7,80,0
1987,1,RAJ,7,100,0
1987,1,RAJ,7,120,0.095238095
1987,1,RAJ,7,150,0.380952381
1987,1,RAJ,7,200,0.476190476
1987,1,RAJ,7,250,0.761904762
1987,1,RAJ,7,300,0.571428571
1987,1,RAJ,7,350,1.142857143
1987,1,RAJ,7,400,2.666666667
1987,1,RAJ,7,500,1.714285714
1987,1,RAJ,8,60,0
1987,1,RAJ,8,70,0
1987,1,RAJ,8,80,0
1987,1,RAJ,8,100,0
1987,1,RAJ,8,120,0
1987,1,RAJ,8,150,0
1987,1,RAJ,8,200,0
1987,1,RAJ,8,250,0
1987,1,RAJ,8,300,0
1987,1,RAJ,8,350,0
1987,1,RAJ,8,400,0
1987,1,RAJ,8,500,0
1987,1,RAJ,9,60,0
1987,1,RAJ,9,70,0
1987,1,RAJ,9,80,0
1987,1,RAJ,9,100,0
1987,1,RAJ,9,120,0
1987,1,RAJ,9,150,0
1987,1,RAJ,9,200,0
1987,1,RAJ,9,250,0
1987,1,RAJ,9,300,0
1987,1,RAJ,9,350,0
1987,1,RAJ,9,400,0
1987,1,RAJ,9,500,0
1987,1,POK,1,150,0
1987,1,POK,1,200,0
1987,1,POK,1,250,0.012195122
1987,1,POK,1,300,1.418699187
1987,1,POK,1,350,11.23577236
1987,1,POK,1,400,24.4695122
1987,1,POK,1,500,1.869918699
1987,1,POK,1,600,2.004065041
1987,1,POK,1,700,0.764227642
1987,1,POK,1,800,0.62195122
1987,1,POK,1,1000,0.056910569
1987,1,POK,2,150,0
1987,1,POK,2,200,0
1987,1,POK,2,250,0
1987,1,POK,2,300,0
1987,1,POK,2,350,0.046666667
1987,1,POK,2,400,0.086666667
1987,1,POK,2,500,0
1987,1,POK,2,600,0
1987,1,POK,2,700,0
1987,1,POK,2,800,0.04
1987,1,POK,2,1000,0
1987,1,POK,3,150,0
1987,1,POK,3,200,0
1987,1,POK,3,250,0
1987,1,POK,3,300,0
1987,1,POK,3,350,0
1987,1,POK,3,400,0
1987,1,POK,3,500,0
1987,1,POK,3,600,0
1987,1,POK,3,700,0.05
1987,1,POK,3,800,0
1987,1,POK,3,1000,0
1987,1,POK,4,150,0
1987,1,POK,4,200,0
1987,1,POK,4,250,0
1987,1,POK,4,300,0
1987,1,POK,4,350,0
1987,1,POK,4,400,0
1987,1,POK,4,500,0
1987,1,POK,4,600,0
1987,1,POK,4,700,0
1987,1,POK,4,800,0
1987,1,POK,4,1000,0
1987,1,POK,5,150,0
1987,1,POK,5,200,0
1987,1,POK,5,250,0
1987,1,POK,5,300,0
1987,1,POK,5,350,0
1987,1,POK,5,400,0
1987,1,POK,5,500,0
1987,1,POK,5,600,0
1987,1,POK,5,700,0
1987,1,POK,5,800,0
1987,1,POK,5,1000,0
1987,1,POK,6,150,0
1987,1,POK,6,200,0
1987,1,POK,6,250,0
1987,1,POK,6,300,0
1987,1,POK,6,350,0
1987,1,POK,6,400,0
1987,1,POK,6,500,0
1987,1,POK,6,600,0
1987,1,POK,6,700,0
1987,1,POK,6,800,0
1987,1,POK,6,1000,0
1987,1,POK,7,150,0
1987,1,POK,7,200,0
1987,1,POK,7,250,0
1987,1,POK,7,300,1.807692308
1987,1,POK,7,350,3.442307692
1987,1,POK,7,400,1.538461539
1987,1,POK,7,500,0.692307692
1987,1,POK,7,600,1.076923077
1987,1,POK,7,700,0.230769231
1987,1,POK,7,800,0.08974359
1987,1,POK,7,1000,0
1987,1,POK,8,150,0.074074074
1987,1,POK,8,200,0.055555556
1987,1,POK,8,250,0
1987,1,POK,8,300,0.592592593
1987,1,POK,8,350,2.037037037
1987,1,POK,8,400,1.814814815
1987,1,POK,8,500,0.296296296
1987,1,POK,8,600,0
1987,1,POK,8,700,0
1987,1,POK,8,800,0
1987,1,POK,8,1000,0
1987,1,POK,9,150,0.5
1987,1,POK,9,200,0.291666667
1987,1,POK,9,250,0
1987,1,POK,9,300,0
1987,1,POK,9,350,0
1987,1,POK,9,400,0
1987,1,POK,9,500,0
1987,1,POK,9,600,0
1987,1,POK,9,700,0
1987,1,POK,9,800,0
1987,1,POK,9,1000,0
1987,1,WHG,1,60,0
1987,1,WHG,1,70,0
1987,1,WHG,1,80,0
1987,1,WHG,1,100,1.219512195
1987,1,WHG,1,120,6.518292683
1987,1,WHG,1,150,17.11788618
1987,1,WHG,1,200,391.5101626
1987,1,WHG,1,250,1055.796748
1987,1,WHG,1,300,149.3495935
1987,1,WHG,1,350,16.1402439
1987,1,WHG,1,400,2.048780488
1987,1,WHG,1,500,0.024390244
1987,1,WHG,2,60,0
1987,1,WHG,2,70,0
1987,1,WHG,2,80,0.106666667
1987,1,WHG,2,100,3.906666667
1987,1,WHG,2,120,91.79
1987,1,WHG,2,150,296.9033333
1987,1,WHG,2,200,1108.216667
1987,1,WHG,2,250,688.7266667
1987,1,WHG,2,300,44.36333333
1987,1,WHG,2,350,0.68
1987,1,WHG,2,400,0
1987,1,WHG,2,500,0
1987,1,WHG,3,60,0
1987,1,WHG,3,70,0
1987,1,WHG,3,80,2.208333333
1987,1,WHG,3,100,57.35
1987,1,WHG,3,120,888.4166667
1987,1,WHG,3,150,690.1583333
1987,1,WHG,3,200,671.7083333
1987,1,WHG,3,250,743.6125
1987,1,WHG,3,300,47.15
1987,1,WHG,3,350,1.591666667
1987,1,WHG,3,400,0
1987,1,WHG,3,500,0
1987,1,WHG,4,60,0
1987,1,WHG,4,70,0
1987,1,WHG,4,80,0.958333333
1987,1,WHG,4,100,24.95833333
1987,1,WHG,4,120,771.0833333
1987,1,WHG,4,150,1495.625
1987,1,WHG,4,200,859.5833333
1987,1,WHG,4,250,683.9166667
1987,1,WHG,4,300,36.125
1987,1,WHG,4,350,0.5
1987,1,WHG,4,400,0
1987,1,WHG,4,500,0
1987,1,WHG,5,60,0
1987,1,WHG,5,70,0
1987,1,WHG,5,80,1
1987,1,WHG,5,100,5.35
1987,1,WHG,5,120,15.6
1987,1,WHG,5,150,41
1987,1,WHG,5,200,150.05
1987,1,WHG,5,250,201.5
1987,1,WHG,5,300,23.3
1987,1,WHG,5,350,2.5
1987,1,WHG,5,400,0.8
1987,1,WHG,5,500,0.1
1987,1,WHG,6,60,0.019607843
1987,1,WHG,6,70,0.06372549
1987,1,WHG,6,80,1.406862745
1987,1,WHG,6,100,62.94117647
1987,1,WHG,6,120,540.5102941
1987,1,WHG,6,150,962.0754902
1987,1,WHG,6,200,308.2308824
1987,1,WHG,6,250,444.4941177
1987,1,WHG,6,300,112.1852941
1987,1,WHG,6,350,8.110784314
1987,1,WHG,6,400,0.6
1987,1,WHG,6,500,0
1987,1,WHG,7,60,0
1987,1,WHG,7,70,0
1987,1,WHG,7,80,2.788461539
1987,1,WHG,7,100,29.60512821
1987,1,WHG,7,120,243.1269231
1987,1,WHG,7,150,231.9179487
1987,1,WHG,7,200,38.82692308
1987,1,WHG,7,250,42.0448718
1987,1,WHG,7,300,10.6948718
1987,1,WHG,7,350,0.906410256
1987,1,WHG,7,400,0.128205128
1987,1,WHG,7,500,0
1987,1,WHG,8,60,0
1987,1,WHG,8,70,0.296296296
1987,1,WHG,8,80,1.87037037
1987,1,WHG,8,100,19.91666667
1987,1,WHG,8,120,206.3888889
1987,1,WHG,8,150,789.6481482
1987,1,WHG,8,200,220.4444444
1987,1,WHG,8,250,74
1987,1,WHG,8,300,17.13888889
1987,1,WHG,8,350,1
1987,1,WHG,8,400,0.111111111
1987,1,WHG,8,500,0
1987,1,WHG,9,60,0
1987,1,WHG,9,70,1.5
1987,1,WHG,9,80,6.125
1987,1,WHG,9,100,20.0625
1987,1,WHG,9,120,293.4375
1987,1,WHG,9,150,1982.572917
1987,1,WHG,9,200,1184.729167
1987,1,WHG,9,250,333.7604167
1987,1,WHG,9,300,96.39583333
1987,1,WHG,9,350,6.083333333
1987,1,WHG,9,400,0.083333333
1987,1,WHG,9,500,0
1987,2,COD,1,30,0
1987,2,COD,1,40,0
1987,2,COD,1,50,0
1987,2,COD,1,60,0
1987,2,COD,1,70,0
1987,2,COD,1,80,0
1987,2,COD,1,100,0
1987,2,COD,1,120,0.065656566
1987,2,COD,1,150,0.345959596
1987,2,COD,1,200,0.876262626
1987,2,COD,1,250,0.565656566
1987,2,COD,1,300,1.618686869
1987,2,COD,1,350,2.992424242
1987,2,COD,1,400,4.441919192
1987,2,COD,1,500,3.29040404
1987,2,COD,1,600,2.027777778
1987,2,COD,1,700,0.98989899
1987,2,COD,1,800,0.696969697
1987,2,COD,1,1000,0.186868687
1987,2,COD,1,1200,0
1987,2,COD,2,30,0
1987,2,COD,2,40,0.026666667
1987,2,COD,2,50,0.146666667
1987,2,COD,2,60,0.04
1987,2,COD,2,70,0.026666667
1987,2,COD,2,80,0
1987,2,COD,2,100,0
1987,2,COD,2,120,0.013333333
1987,2,COD,2,150,1.38
1987,2,COD,2,200,4.36
1987,2,COD,2,250,1.633333333
1987,2,COD,2,300,1.212
1987,2,COD,2,350,2.648
1987,2,COD,2,400,4.228
1987,2,COD,2,500,3.224
1987,2,COD,2,600,1.618
1987,2,COD,2,700,0.36
1987,2,COD,2,800,0.312
1987,2,COD,2,1000,0.153333333
1987,2,COD,2,1200,0
1987,2,COD,3,30,0
1987,2,COD,3,40,0
1987,2,COD,3,50,0.066666667
1987,2,COD,3,60,0.066666667
1987,2,COD,3,70,0
1987,2,COD,3,80,0
1987,2,COD,3,100,0.066666667
1987,2,COD,3,120,0.033333333
1987,2,COD,3,150,1.477777778
1987,2,COD,3,200,2.888888889
1987,2,COD,3,250,2.011111111
1987,2,COD,3,300,0.6
1987,2,COD,3,350,0.8
1987,2,COD,3,400,2.533333333
1987,2,COD,3,500,1
1987,2,COD,3,600,0.6
1987,2,COD,3,700,0.133333333
1987,2,COD,3,800,0.388888889
1987,2,COD,3,1000,0.266666667
1987,2,COD,3,1200,0
1987,2,COD,4,30,0
1987,2,COD,4,40,0
1987,2,COD,4,50,0
1987,2,COD,4,60,0
1987,2,COD,4,70,0
1987,2,COD,4,80,0
1987,2,COD,4,100,0
1987,2,COD,4,120,0
1987,2,COD,4,150,3.111111111
1987,2,COD,4,200,3.388888889
1987,2,COD,4,250,1.555555556
1987,2,COD,4,300,1.944444444
1987,2,COD,4,350,1.203703704
1987,2,COD,4,400,1.481481482
1987,2,COD,4,500,0.555555556
1987,2,COD,4,600,0.111111111
1987,2,COD,4,700,0.277777778
1987,2,COD,4,800,0.444444444
1987,2,COD,4,1000,0
1987,2,COD,4,1200,0
1987,2,COD,5,30,0
1987,2,COD,5,40,0
1987,2,COD,5,50,0
1987,2,COD,5,60,0
1987,2,COD,5,70,0
1987,2,COD,5,80,0
1987,2,COD,5,100,0
1987,2,COD,5,120,0
1987,2,COD,5,150,0
1987,2,COD,5,200,0
1987,2,COD,5,250,0.190476191
1987,2,COD,5,300,0.333333333
1987,2,COD,5,350,0.095238095
1987,2,COD,5,400,0.190476191
1987,2,COD,5,500,1.785714286
1987,2,COD,5,600,1.428571429
1987,2,COD,5,700,0.952380952
1987,2,COD,5,800,0.380952381
1987,2,COD,5,1000,0.095238095
1987,2,COD,5,1200,0
1987,2,COD,6,30,0.914285714
1987,2,COD,6,40,2.742857143
1987,2,COD,6,50,0.742857143
1987,2,COD,6,60,0
1987,2,COD,6,70,0
1987,2,COD,6,80,0
1987,2,COD,6,100,0
1987,2,COD,6,120,0.038095238
1987,2,COD,6,150,2.738095238
1987,2,COD,6,200,10.71190476
1987,2,COD,6,250,8.376190476
1987,2,COD,6,300,3.921428571
1987,2,COD,6,350,0.533333333
1987,2,COD,6,400,0.976190476
1987,2,COD,6,500,1.564285714
1987,2,COD,6,600,1.138095238
1987,2,COD,6,700,0.566666667
1987,2,COD,6,800,0.157142857
1987,2,COD,6,1000,0.076190476
1987,2,COD,6,1200,0.00952381
1987,2,COD,7,30,0
1987,2,COD,7,40,1.512820513
1987,2,COD,7,50,11.94871795
1987,2,COD,7,60,6.41025641
1987,2,COD,7,70,0.615384615
1987,2,COD,7,80,0.538461539
1987,2,COD,7,100,0
1987,2,COD,7,120,0.153846154
1987,2,COD,7,150,9.487179487
1987,2,COD,7,200,18.74358974
1987,2,COD,7,250,6.358974359
1987,2,COD,7,300,1.602564103
1987,2,COD,7,350,3.102564103
1987,2,COD,7,400,4.512820513
1987,2,COD,7,500,2.794871795
1987,2,COD,7,600,0.794871795
1987,2,COD,7,700,0.871794872
1987,2,COD,7,800,0.923076923
1987,2,COD,7,1000,0.205128205
1987,2,COD,7,1200,0
1987,2,COD,8,30,0
1987,2,COD,8,40,0
1987,2,COD,8,50,0
1987,2,COD,8,60,0
1987,2,COD,8,70,0
1987,2,COD,8,80,0
1987,2,COD,8,100,0
1987,2,COD,8,120,2.111111111
1987,2,COD,8,150,19.11111111
1987,2,COD,8,200,19.22222222
1987,2,COD,8,250,3.074074074
1987,2,COD,8,300,1.87037037
1987,2,COD,8,350,2.296296296
1987,2,COD,8,400,5.037037037
1987,2,COD,8,500,1.851851852
1987,2,COD,8,600,2.203703704
1987,2,COD,8,700,1.462962963
1987,2,COD,8,800,0.833333333
1987,2,COD,8,1000,0
1987,2,COD,8,1200,0
1987,2,COD,9,30,0
1987,2,COD,9,40,0
1987,2,COD,9,50,0
1987,2,COD,9,60,0
1987,2,COD,9,70,0
1987,2,COD,9,80,0
1987,2,COD,9,100,0
1987,2,COD,9,120,0.35
1987,2,COD,9,150,9.016666667
1987,2,COD,9,200,20.38333333
1987,2,COD,9,250,24.52916667
1987,2,COD,9,300,44.03333333
1987,2,COD,9,350,28.68333333
1987,2,COD,9,400,12.25833333
1987,2,COD,9,500,1.170833333
1987,2,COD,9,600,1.175
1987,2,COD,9,700,0.333333333
1987,2,COD,9,800,0
1987,2,COD,9,1000,0
1987,2,COD,9,1200,0
1987,2,GUR,1,60,0
1987,2,GUR,1,70,0
1987,2,GUR,1,80,0.097560976
1987,2,GUR,1,100,0.170731707
1987,2,GUR,1,120,0.195121951
1987,2,GUR,1,150,10.51219512
1987,2,GUR,1,200,10.14634146
1987,2,GUR,1,250,2.390243902
1987,2,GUR,1,300,0.536585366
1987,2,GUR,1,350,0.12195122
1987,2,GUR,1,400,0.097560976
1987,2,GUR,2,60,0
1987,2,GUR,2,70,0.133333333
1987,2,GUR,2,80,0.666666667
1987,2,GUR,2,100,0.933333333
1987,2,GUR,2,120,1.3
1987,2,GUR,2,150,25.28333333
1987,2,GUR,2,200,16.81666667
1987,2,GUR,2,250,3.016666667
1987,2,GUR,2,300,1.733333333
1987,2,GUR,2,350,0.683333333
1987,2,GUR,2,400,0.133333333
1987,2,GUR,3,60,0
1987,2,GUR,3,70,0.052631579
1987,2,GUR,3,80,0.263157895
1987,2,GUR,3,100,0.947368421
1987,2,GUR,3,120,2.263157895
1987,2,GUR,3,150,20.63157895
1987,2,GUR,3,200,12.94736842
1987,2,GUR,3,250,3.368421053
1987,2,GUR,3,300,0.842105263
1987,2,GUR,3,350,0.105263158
1987,2,GUR,3,400,0
1987,2,GUR,4,60,0
1987,2,GUR,4,70,0
1987,2,GUR,4,80,0.473684211
1987,2,GUR,4,100,6.894736842
1987,2,GUR,4,120,6.842105263
1987,2,GUR,4,150,118.1578947
1987,2,GUR,4,200,33.68421053
1987,2,GUR,4,250,6.263157895
1987,2,GUR,4,300,1.842105263
1987,2,GUR,4,350,0.52631579
1987,2,GUR,4,400,0
1987,2,GUR,5,60,0
1987,2,GUR,5,70,0
1987,2,GUR,5,80,0
1987,2,GUR,5,100,0.666666667
1987,2,GUR,5,120,2
1987,2,GUR,5,150,28.33333333
1987,2,GUR,5,200,46.08333333
1987,2,GUR,5,250,18.33333333
1987,2,GUR,5,300,5.416666667
1987,2,GUR,5,350,0.666666667
1987,2,GUR,5,400,0
1987,2,GUR,6,60,0
1987,2,GUR,6,70,0
1987,2,GUR,6,80,0.028985507
1987,2,GUR,6,100,0.434782609
1987,2,GUR,6,120,4.724637681
1987,2,GUR,6,150,68.85507246
1987,2,GUR,6,200,50.02898551
1987,2,GUR,6,250,9.739130435
1987,2,GUR,6,300,4.884057971
1987,2,GUR,6,350,2.463768116
1987,2,GUR,6,400,0.115942029
1987,2,GUR,7,60,0
1987,2,GUR,7,70,0
1987,2,GUR,7,80,0.272727273
1987,2,GUR,7,100,0.181818182
1987,2,GUR,7,120,0.5
1987,2,GUR,7,150,35.09090909
1987,2,GUR,7,200,27.54545455
1987,2,GUR,7,250,4.227272727
1987,2,GUR,7,300,0.954545455
1987,2,GUR,7,350,0.454545455
1987,2,GUR,7,400,0
1987,2,GUR,8,60,0
1987,2,GUR,8,70,0
1987,2,GUR,8,80,0
1987,2,GUR,8,100,0
1987,2,GUR,8,120,0
1987,2,GUR,8,150,0
1987,2,GUR,8,200,0
1987,2,GUR,8,250,0
1987,2,GUR,8,300,0
1987,2,GUR,8,350,0
1987,2,GUR,8,400,0
1987,2,GUR,9,60,0
1987,2,GUR,9,70,0
1987,2,GUR,9,80,0
1987,2,GUR,9,100,0
1987,2,GUR,9,120,0
1987,2,GUR,9,150,0
1987,2,GUR,9,200,0
1987,2,GUR,9,250,0
1987,2,GUR,9,300,0
1987,2,GUR,9,350,0
1987,2,GUR,9,400,0
1987,2,HAD,1,60,0.015151515
1987,2,HAD,1,70,0
1987,2,HAD,1,80,0
1987,2,HAD,1,100,0
1987,2,HAD,1,120,2.083333333
1987,2,HAD,1,150,277.7626263
1987,2,HAD,1,200,233.8484849
1987,2,HAD,1,250,39.71717172
1987,2,HAD,1,300,33.83585859
1987,2,HAD,1,350,11.21717172
1987,2,HAD,1,400,7.906565657
1987,2,HAD,1,500,1.156565657
1987,2,HAD,1,600,0.194444444
1987,2,HAD,1,700,0.03030303
1987,2,HAD,2,60,0
1987,2,HAD,2,70,0.28
1987,2,HAD,2,80,0.14
1987,2,HAD,2,100,0.026666667
1987,2,HAD,2,120,0.22
1987,2,HAD,2,150,149.7533333
1987,2,HAD,2,200,802.746
1987,2,HAD,2,250,162.2266667
1987,2,HAD,2,300,53.63333333
1987,2,HAD,2,350,12.912
1987,2,HAD,2,400,2.603333333
1987,2,HAD,2,500,0.333333333
1987,2,HAD,2,600,0
1987,2,HAD,2,700,0
1987,2,HAD,3,60,0.066666667
1987,2,HAD,3,70,0.133333333
1987,2,HAD,3,80,0.8
1987,2,HAD,3,100,1.555555556
1987,2,HAD,3,120,0.022222222
1987,2,HAD,3,150,245.5777778
1987,2,HAD,3,200,943.2111111
1987,2,HAD,3,250,134.6777778
1987,2,HAD,3,300,29.6
1987,2,HAD,3,350,7.9
1987,2,HAD,3,400,1.5
1987,2,HAD,3,500,0
1987,2,HAD,3,600,0
1987,2,HAD,3,700,0
1987,2,HAD,4,60,0
1987,2,HAD,4,70,0
1987,2,HAD,4,80,0
1987,2,HAD,4,100,0
1987,2,HAD,4,120,0
1987,2,HAD,4,150,159.3796296
1987,2,HAD,4,200,596.7962963
1987,2,HAD,4,250,73.08333333
1987,2,HAD,4,300,25.94444444
1987,2,HAD,4,350,7.833333333
1987,2,HAD,4,400,1.194444444
1987,2,HAD,4,500,0
1987,2,HAD,4,600,0
1987,2,HAD,4,700,0
1987,2,HAD,5,60,0
1987,2,HAD,5,70,0
1987,2,HAD,5,80,0
1987,2,HAD,5,100,0
1987,2,HAD,5,120,0.142857143
1987,2,HAD,5,150,0
1987,2,HAD,5,200,0.047619048
1987,2,HAD,5,250,0
1987,2,HAD,5,300,0
1987,2,HAD,5,350,0.071428571
1987,2,HAD,5,400,0
1987,2,HAD,5,500,0
1987,2,HAD,5,600,0
1987,2,HAD,5,700,0
1987,2,HAD,6,60,0
1987,2,HAD,6,70,0
1987,2,HAD,6,80,0
1987,2,HAD,6,100,0
1987,2,HAD,6,120,0
1987,2,HAD,6,150,0
1987,2,HAD,6,200,0.952380952
1987,2,HAD,6,250,0.190476191
1987,2,HAD,6,300,0.00952381
1987,2,HAD,6,350,0
1987,2,HAD,6,400,0
1987,2,HAD,6,500,0
1987,2,HAD,6,600,0
1987,2,HAD,6,700,0
1987,2,HAD,7,60,0
1987,2,HAD,7,70,0.230769231
1987,2,HAD,7,80,0.461538462
1987,2,HAD,7,100,0
1987,2,HAD,7,120,0
1987,2,HAD,7,150,34.70512821
1987,2,HAD,7,200,129.5897436
1987,2,HAD,7,250,22.57692308
1987,2,HAD,7,300,7.884615385
1987,2,HAD,7,350,8.91025641
1987,2,HAD,7,400,4.576923077
1987,2,HAD,7,500,0.820512821
1987,2,HAD,7,600,0.051282051
1987,2,HAD,7,700,0
1987,2,HAD,8,60,0
1987,2,HAD,8,70,0
1987,2,HAD,8,80,0
1987,2,HAD,8,100,0
1987,2,HAD,8,120,0.583333333
1987,2,HAD,8,150,74.92592593
1987,2,HAD,8,200,199.0462963
1987,2,HAD,8,250,35.24074074
1987,2,HAD,8,300,0.694444444
1987,2,HAD,8,350,2.481481482
1987,2,HAD,8,400,1.703703704
1987,2,HAD,8,500,0
1987,2,HAD,8,600,0
1987,2,HAD,8,700,0
1987,2,HAD,9,60,0
1987,2,HAD,9,70,0
1987,2,HAD,9,80,0
1987,2,HAD,9,100,0
1987,2,HAD,9,120,0
1987,2,HAD,9,150,0.1
1987,2,HAD,9,200,3.083333333
1987,2,HAD,9,250,1.216666667
1987,2,HAD,9,300,0
1987,2,HAD,9,350,0
1987,2,HAD,9,400,0
1987,2,HAD,9,500,0
1987,2,HAD,9,600,0
1987,2,HAD,9,700,0
1987,2,MAC,1,150,0.03030303
1987,2,MAC,1,200,0.191919192
1987,2,MAC,1,250,0.651515152
1987,2,MAC,1,300,2.007575758
1987,2,MAC,1,350,0.214646465
1987,2,MAC,1,400,0.037878788
1987,2,MAC,2,150,0
1987,2,MAC,2,200,6.126666667
1987,2,MAC,2,250,4.36
1987,2,MAC,2,300,11.524
1987,2,MAC,2,350,3.894
