Species.n Year Quarter Age N west consum
4 1990 2 1 1110 5 20.971
4 1990 3 0 0 -1 0
4 1990 3 1 856 5 20.971
4 1990 4 0 0 -1 0
4 1990 4 1 1186 5 21.865
4 1991 1 1 1034 5 21.865
4 1991 2 1 1100 5 20.971
4 1991 3 0 0 -1 0
4 1991 3 1 847 5 20.971
4 1991 4 0 0 -1 0
4 1991 4 1 1141 5 21.865
4 1992 1 1 975 5 21.865
4 1992 2 1 1087 5 20.971
4 1992 3 0 0 -1 0
4 1992 3 1 837 5 20.971
4 1992 4 0 0 -1 0
4 1992 4 1 1077 5 21.865
4 1993 1 1 894 5 21.865
4 1993 2 1 1070 5 20.971
4 1993 3 0 0 -1 0
4 1993 3 1 823 5 20.971
4 1993 4 0 0 -1 0
4 1993 4 1 989 5 21.865
4 1994 1 1 788 5 21.865
4 1994 2 1 1050 5 20.971
4 1994 3 0 0 -1 0
4 1994 3 1 807 5 20.971
4 1994 4 0 0 -1 0
4 1994 4 1 873 5 21.865
4 1995 1 1 657 5 21.865
4 1995 2 1 1025 5 20.971
4 1995 3 0 0 -1 0
4 1995 3 1 786 5 20.971
4 1995 4 0 0 -1 0
4 1995 4 1 731 5 21.865
4 1996 1 1 511 5 21.865
4 1996 2 1 994 5 20.971
4 1996 3 0 0 -1 0
4 1996 3 1 760 5 20.971
4 1996 4 0 0 -1 0
4 1996 4 1 571 5 21.865
4 1997 1 1 418 5 21.865
4 1997 2 1 961 5 20.971
4 1997 3 0 0 -1 0
4 1997 3 1 733 5 20.971
4 1997 4 0 0 -1 0
4 1997 4 1 471 5 21.865
4 1998 1 1 361 5 21.865
4 1998 2 1 950 5 20.971
4 1998 3 0 0 -1 0
4 1998 3 1 725 5 20.971
4 1998 4 0 0 -1 0
4 1998 4 1 407 5 21.865
4 1999 1 1 359 5 21.865
4 1999 2 1 943 5 20.971
4 1999 3 0 0 -1 0
4 1999 3 1 720 5 20.971
4 1999 4 0 0 -1 0
4 1999 4 1 404 5 21.865
4 2000 1 1 356 5 21.865
4 2000 2 1 936 5 20.971
4 2000 3 0 0 -1 0
4 2000 3 1 714 5 20.971
4 2000 4 0 0 -1 0
4 2000 4 1 401 5 21.865
4 2001 1 1 353 5 21.865
4 2001 2 1 930 5 20.971
4 2001 3 0 0 -1 0
4 2001 3 1 709 5 20.971
4 2001 4 0 0 -1 0
4 2001 4 1 398 5 21.865
4 2002 1 1 351 5 21.865
4 2002 2 1 923 5 20.971
4 2002 3 0 0 -1 0
4 2002 3 1 704 5 20.971
4 2002 4 0 0 -1 0
4 2002 4 1 395 5 21.865
4 2003 1 1 348 5 21.865
4 2003 2 1 915 5 20.971
4 2003 3 0 0 -1 0
4 2003 3 1 698 5 20.971
4 2003 4 0 0 -1 0
4 2003 4 1 392 5 21.865
4 2004 1 1 383 5 21.865
4 2004 2 1 869 5 20.971
4 2004 3 0 0 -1 0
4 2004 3 1 663 5 20.971
4 2004 4 0 0 -1 0
4 2004 4 1 382 5 21.865
4 2005 1 1 418 5 21.865
4 2005 2 1 824 5 20.971
4 2005 3 0 0 -1 0
4 2005 3 1 628 5 20.971
4 2005 4 0 0 -1 0
4 2005 4 1 372 5 21.865
4 2006 1 1 452 5 21.865
4 2006 2 1 778 5 20.971
4 2006 3 0 0 -1 0
4 2006 3 1 593 5 20.971
4 2006 4 0 0 -1 0
4 2006 4 1 363 5 21.865
4 2007 1 1 487 5 21.865
4 2007 2 1 732 5 20.971
4 2007 3 0 0 -1 0
4 2007 3 1 558 5 20.971
4 2007 4 0 0 -1 0
4 2007 4 1 353 5 21.865
4 2008 1 1 522 5 21.865
4 2008 2 1 686 5 20.971
4 2008 3 0 0 -1 0
4 2008 3 1 524 5 20.971
4 2008 4 0 0 -1 0
4 2008 4 1 343 5 21.865
4 2009 1 1 557 5 21.865
4 2009 2 1 641 5 20.971
4 2009 3 0 0 -1 0
4 2009 3 1 489 5 20.971
4 2009 4 0 0 -1 0
4 2009 4 1 333 5 21.865
4 2010 1 1 592 5 21.865
4 2010 2 1 595 5 20.971
4 2010 3 0 0 -1 0
4 2010 3 1 454 5 20.971
4 2010 4 0 0 -1 0
4 2010 4 1 323 5 21.865
4 2011 1 1 592 5 21.865
4 2011 2 1 595 5 20.971
4 2011 3 0 0 -1 0
4 2011 3 1 454 5 20.971
4 2011 4 0 0 -1 0
4 2011 4 1 323 5 21.865
4 2012 1 1 592 5 21.865
4 2012 2 1 595 5 20.971
4 2012 3 0 0 -1 0
4 2012 3 1 454 5 20.971
4 2012 4 0 0 -1 0
4 2012 4 1 323 5 21.865
4 2013 1 1 592 5 21.865
4 2013 2 1 595 5 20.971
4 2013 3 0 0 -1 0
4 2013 3 1 454 5 20.971
4 2013 4 0 0 -1 0
4 2013 4 1 323 5 21.865
5 1974 1 1 369 5 42.956
5 1974 2 1 141 5 43.412
5 1974 3 0 0 -1 0
5 1974 3 1 156 5 44.178
5 1974 4 0 0 -1 0
5 1974 4 1 496 5 48.95
5 1975 1 1 372 5 42.956
5 1975 2 1 142 5 43.412
5 1975 3 0 0 -1 0
5 1975 3 1 157 5 44.178
5 1975 4 0 0 -1 0
5 1975 4 1 499 5 48.95
5 1976 1 1 374 5 42.956
5 1976 2 1 143 5 43.412
5 1976 3 0 0 -1 0
5 1976 3 1 158 5 44.178
5 1976 4 0 0 -1 0
5 1976 4 1 502 5 48.95
5 1977 1 1 376 5 42.956
5 1977 2 1 143 5 43.412
5 1977 3 0 0 -1 0
5 1977 3 1 158 5 44.178
5 1977 4 0 0 -1 0
5 1977 4 1 504 5 48.95
5 1978 1 1 377 5 42.956
5 1978 2 1 144 5 43.412
5 1978 3 0 0 -1 0
5 1978 3 1 159 5 44.178
5 1978 4 0 0 -1 0
5 1978 4 1 506 5 48.95
5 1979 1 1 379 5 42.956
5 1979 2 1 144 5 43.412
5 1979 3 0 0 -1 0
5 1979 3 1 160 5 44.178
5 1979 4 0 0 -1 0
5 1979 4 1 508 5 48.95
5 1980 1 1 380 5 42.956
5 1980 2 1 145 5 43.412
5 1980 3 0 0 -1 0
5 1980 3 1 160 5 44.178
5 1980 4 0 0 -1 0
5 1980 4 1 510 5 48.95
5 1981 1 1 381 5 42.956
5 1981 2 1 145 5 43.412
5 1981 3 0 0 -1 0
5 1981 3 1 161 5 44.178
5 1981 4 0 0 -1 0
5 1981 4 1 511 5 48.95
5 1982 1 1 382 5 42.956
5 1982 2 1 146 5 43.412
5 1982 3 0 0 -1 0
5 1982 3 1 161 5 44.178
5 1982 4 0 0 -1 0
5 1982 4 1 512 5 48.95
5 1983 1 1 383 5 42.956
5 1983 2 1 146 5 43.412
5 1983 3 0 0 -1 0
5 1983 3 1 161 5 44.178
5 1983 4 0 0 -1 0
5 1983 4 1 514 5 48.95
5 1984 1 1 383 5 42.956
5 1984 2 1 146 5 43.412
5 1984 3 0 0 -1 0
5 1984 3 1 162 5 44.178
5 1984 4 0 0 -1 0
5 1984 4 1 514 5 48.95
5 1985 1 1 384 5 42.956
5 1985 2 1 146 5 43.412
5 1985 3 0 0 -1 0
5 1985 3 1 162 5 44.178
5 1985 4 0 0 -1 0
5 1985 4 1 515 5 48.95
5 1986 1 1 382 5 42.956
5 1986 2 1 146 5 43.412
5 1986 3 0 0 -1 0
5 1986 3 1 161 5 44.178
5 1986 4 0 0 -1 0
5 1986 4 1 513 5 48.95
5 1987 1 1 379 5 42.956
5 1987 2 1 144 5 43.412
5 1987 3 0 0 -1 0
5 1987 3 1 160 5 44.178
5 1987 4 0 0 -1 0
5 1987 4 1 510 5 48.95
5 1988 1 1 375 5 42.956
5 1988 2 1 142 5 43.412
5 1988 3 0 0 -1 0
5 1988 3 1 159 5 44.178
5 1988 4 0 0 -1 0
5 1988 4 1 507 5 48.95
5 1989 1 1 368 5 42.956
5 1989 2 1 140 5 43.412
5 1989 3 0 0 -1 0
5 1989 3 1 156 5 44.178
5 1989 4 0 0 -1 0
5 1989 4 1 501 5 48.95
5 1990 1 1 359 5 42.956
5 1990 2 1 135 5 43.412
5 1990 3 0 0 -1 0
5 1990 3 1 153 5 44.178
5 1990 4 0 0 -1 0
5 1990 4 1 494 5 48.95
5 1991 1 1 345 5 42.956
5 1991 2 1 129 5 43.412
5 1991 3 0 0 -1 0
5 1991 3 1 149 5 44.178
5 1991 4 0 0 -1 0
5 1991 4 1 484 5 48.95
5 1992 1 1 325 5 42.956
5 1992 2 1 120 5 43.412
5 1992 3 0 0 -1 0
5 1992 3 1 142 5 44.178
5 1992 4 0 0 -1 0
5 1992 4 1 471 5 48.95
5 1993 1 1 298 5 42.956
5 1993 2 1 107 5 43.412
5 1993 3 0 0 -1 0
5 1993 3 1 134 5 44.178
5 1993 4 0 0 -1 0
5 1993 4 1 453 5 48.95
5 1994 1 1 263 5 42.956
5 1994 2 1 91 5 43.412
5 1994 3 0 0 -1 0
5 1994 3 1 123 5 44.178
5 1994 4 0 0 -1 0
5 1994 4 1 430 5 48.95
5 1995 1 1 220 5 42.956
5 1995 2 1 72 5 43.412
5 1995 3 0 0 -1 0
5 1995 3 1 109 5 44.178
5 1995 4 0 0 -1 0
5 1995 4 1 400 5 48.95
5 1996 1 1 180 5 42.956
5 1996 2 1 54 5 43.412
5 1996 3 0 0 -1 0
5 1996 3 1 97 5 44.178
5 1996 4 0 0 -1 0
5 1996 4 1 382 5 48.95
5 1997 1 1 141 5 42.956
5 1997 2 1 38 5 43.412
5 1997 3 0 0 -1 0
5 1997 3 1 85 5 44.178
5 1997 4 0 0 -1 0
5 1997 4 1 368 5 48.95
5 1998 1 1 133 5 42.956
5 1998 2 1 36 5 43.412
5 1998 3 0 0 -1 0
5 1998 3 1 81 5 44.178
5 1998 4 0 0 -1 0
5 1998 4 1 350 5 48.95
5 1999 1 1 126 5 42.956
5 1999 2 1 34 5 43.412
5 1999 3 0 0 -1 0
5 1999 3 1 76 5 44.178
5 1999 4 0 0 -1 0
5 1999 4 1 332 5 48.95
5 2000 1 1 120 5 42.956
5 2000 2 1 32 5 43.412
5 2000 3 0 0 -1 0
5 2000 3 1 72 5 44.178
5 2000 4 0 0 -1 0
5 2000 4 1 314 5 48.95
5 2001 1 1 119 5 42.956
5 2001 2 1 32 5 43.412
5 2001 3 0 0 -1 0
5 2001 3 1 72 5 44.178
5 2001 4 0 0 -1 0
5 2001 4 1 311 5 48.95
5 2002 1 1 118 5 42.956
5 2002 2 1 32 5 43.412
5 2002 3 0 0 -1 0
5 2002 3 1 71 5 44.178
5 2002 4 0 0 -1 0
5 2002 4 1 309 5 48.95
5 2003 1 1 117 5 42.956
5 2003 2 1 32 5 43.412
5 2003 3 0 0 -1 0
5 2003 3 1 71 5 44.178
5 2003 4 0 0 -1 0
5 2003 4 1 307 5 48.95
5 2004 1 1 129 5 42.956
5 2004 2 1 30 5 43.412
5 2004 3 0 0 -1 0
5 2004 3 1 75 5 44.178
5 2004 4 0 0 -1 0
5 2004 4 1 307 5 48.95
5 2005 1 1 140 5 42.956
5 2005 2 1 28 5 43.412
5 2005 3 0 0 -1 0
5 2005 3 1 80 5 44.178
5 2005 4 0 0 -1 0
5 2005 4 1 307 5 48.95
5 2006 1 1 152 5 42.956
5 2006 2 1 27 5 43.412
5 2006 3 0 0 -1 0
5 2006 3 1 84 5 44.178
5 2006 4 0 0 -1 0
5 2006 4 1 307 5 48.95
5 2007 1 1 164 5 42.956
5 2007 2 1 25 5 43.412
5 2007 3 0 0 -1 0
5 2007 3 1 88 5 44.178
5 2007 4 0 0 -1 0
5 2007 4 1 307 5 48.95
5 2008 1 1 176 5 42.956
5 2008 2 1 23 5 43.412
5 2008 3 0 0 -1 0
5 2008 3 1 93 5 44.178
5 2008 4 0 0 -1 0
5 2008 4 1 307 5 48.95
5 2009 1 1 187 5 42.956
5 2009 2 1 21 5 43.412
5 2009 3 0 0 -1 0
5 2009 3 1 97 5 44.178
5 2009 4 0 0 -1 0
5 2009 4 1 307 5 48.95
5 2010 1 1 199 5 42.956
5 2010 2 1 19 5 43.412
5 2010 3 0 0 -1 0
5 2010 3 1 102 5 44.178
5 2010 4 0 0 -1 0
5 2010 4 1 307 5 48.95
5 2011 1 1 199 5 42.956
5 2011 2 1 19 5 43.412
5 2011 3 0 0 -1 0
5 2011 3 1 102 5 44.178
5 2011 4 0 0 -1 0
5 2011 4 1 307 5 48.95
5 2012 1 1 199 5 42.956
5 2012 2 1 19 5 43.412
5 2012 3 0 0 -1 0
5 2012 3 1 102 5 44.178
5 2012 4 0 0 -1 0
5 2012 4 1 307 5 48.95
5 2013 1 1 199 5 42.956
5 2013 2 1 19 5 43.412
5 2013 3 0 0 -1 0
5 2013 3 1 102 5 44.178
5 2013 4 0 0 -1 0
5 2013 4 1 307 5 48.95
6 1974 1 1 105 5 84.2
6 1974 2 1 143 5 89.9
6 1974 3 0 0 -1 0
6 1974 3 1 184 5 89.9
6 1974 4 0 0 -1 0
6 1974 4 1 250 5 84.2
6 1975 1 1 105 5 84.2
6 1975 2 1 149 5 89.9
6 1975 3 0 0 -1 0
6 1975 3 1 188 5 89.9
6 1975 4 0 0 -1 0
6 1975 4 1 250 5 84.2
6 1976 1 1 105 5 84.2
6 1976 2 1 154 5 89.9
6 1976 3 0 0 -1 0
6 1976 3 1 191 5 89.9
6 1976 4 0 0 -1 0
6 1976 4 1 250 5 84.2
6 1977 1 1 105 5 84.2
6 1977 2 1 159 5 89.9
6 1977 3 0 0 -1 0
6 1977 3 1 195 5 89.9
6 1977 4 0 0 -1 0
6 1977 4 1 250 5 84.2
6 1978 1 1 105 5 84.2
6 1978 2 1 165 5 89.9
6 1978 3 0 0 -1 0
6 1978 3 1 199 5 89.9
6 1978 4 0 0 -1 0
6 1978 4 1 250 5 84.2
6 1979 1 1 105 5 84.2
6 1979 2 1 170 5 89.9
6 1979 3 0 0 -1 0
6 1979 3 1 202 5 89.9
6 1979 4 0 0 -1 0
6 1979 4 1 250 5 84.2
6 1980 1 1 105 5 84.2
6 1980 2 1 176 5 89.9
6 1980 3 0 0 -1 0
6 1980 3 1 206 5 89.9
6 1980 4 0 0 -1 0
6 1980 4 1 250 5 84.2
6 1981 1 1 105 5 84.2
6 1981 2 1 181 5 89.9
6 1981 3 0 0 -1 0
6 1981 3 1 210 5 89.9
6 1981 4 0 0 -1 0
6 1981 4 1 250 5 84.2
6 1982 1 1 105 5 84.2
6 1982 2 1 186 5 89.9
6 1982 3 0 0 -1 0
6 1982 3 1 213 5 89.9
6 1982 4 0 0 -1 0
6 1982 4 1 250 5 84.2
6 1983 1 1 105 5 84.2
6 1983 2 1 192 5 89.9
6 1983 3 0 0 -1 0
6 1983 3 1 217 5 89.9
6 1983 4 0 0 -1 0
6 1983 4 1 250 5 84.2
6 1984 1 1 105 5 84.2
6 1984 2 1 197 5 89.9
6 1984 3 0 0 -1 0
6 1984 3 1 220 5 89.9
6 1984 4 0 0 -1 0
6 1984 4 1 250 5 84.2
6 1985 1 1 105 5 84.2
6 1985 2 1 203 5 89.9
6 1985 3 0 0 -1 0
6 1985 3 1 224 5 89.9
6 1985 4 0 0 -1 0
6 1985 4 1 250 5 84.2
6 1986 1 1 105 5 84.2
6 1986 2 1 208 5 89.9
6 1986 3 0 0 -1 0
6 1986 3 1 228 5 89.9
6 1986 4 0 0 -1 0
6 1986 4 1 250 5 84.2
6 1987 1 1 105 5 84.2
6 1987 2 1 213 5 89.9
6 1987 3 0 0 -1 0
6 1987 3 1 231 5 89.9
6 1987 4 0 0 -1 0
6 1987 4 1 250 5 84.2
6 1988 1 1 105 5 84.2
6 1988 2 1 219 5 89.9
6 1988 3 0 0 -1 0
6 1988 3 1 235 5 89.9
6 1988 4 0 0 -1 0
6 1988 4 1 250 5 84.2
6 1989 1 1 105 5 84.2
6 1989 2 1 224 5 89.9
6 1989 3 0 0 -1 0
6 1989 3 1 238 5 89.9
6 1989 4 0 0 -1 0
6 1989 4 1 250 5 84.2
6 1990 1 1 105 5 84.2
6 1990 2 1 230 5 89.9
6 1990 3 0 0 -1 0
6 1990 3 1 242 5 89.9
6 1990 4 0 0 -1 0
6 1990 4 1 250 5 84.2
6 1991 1 1 105 5 84.2
6 1991 2 1 235 5 89.9
6 1991 3 0 0 -1 0
6 1991 3 1 246 5 89.9
6 1991 4 0 0 -1 0
6 1991 4 1 250 5 84.2
6 1992 1 1 105 5 84.2
6 1992 2 1 240 5 89.9
6 1992 3 0 0 -1 0
6 1992 3 1 249 5 89.9
6 1992 4 0 0 -1 0
6 1992 4 1 250 5 84.2
6 1993 1 1 105 5 84.2
6 1993 2 1 246 5 89.9
6 1993 3 0 0 -1 0
6 1993 3 1 253 5 89.9
6 1993 4 0 0 -1 0
6 1993 4 1 250 5 84.2
6 1994 1 1 105 5 84.2
6 1994 2 1 251 5 89.9
6 1994 3 0 0 -1 0
6 1994 3 1 257 5 89.9
6 1994 4 0 0 -1 0
6 1994 4 1 250 5 84.2
6 1995 1 1 105 5 84.2
6 1995 2 1 257 5 89.9
6 1995 3 0 0 -1 0
6 1995 3 1 260 5 89.9
6 1995 4 0 0 -1 0
6 1995 4 1 250 5 84.2
6 1996 1 1 105 5 84.2
6 1996 2 1 262 5 89.9
6 1996 3 0 0 -1 0
6 1996 3 1 264 5 89.9
6 1996 4 0 0 -1 0
6 1996 4 1 250 5 84.2
6 1997 1 1 105 5 84.2
6 1997 2 1 267 5 89.9
6 1997 3 0 0 -1 0
6 1997 3 1 267 5 89.9
6 1997 4 0 0 -1 0
6 1997 4 1 250 5 84.2
6 1998 1 1 105 5 84.2
6 1998 2 1 273 5 89.9
6 1998 3 0 0 -1 0
6 1998 3 1 271 5 89.9
6 1998 4 0 0 -1 0
6 1998 4 1 250 5 84.2
6 1999 1 1 105 5 84.2
6 1999 2 1 278 5 89.9
6 1999 3 0 0 -1 0
6 1999 3 1 275 5 89.9
6 1999 4 0 0 -1 0
6 1999 4 1 250 5 84.2
6 2000 1 1 105 5 84.2
6 2000 2 1 284 5 89.9
6 2000 3 0 0 -1 0
6 2000 3 1 278 5 89.9
6 2000 4 0 0 -1 0
6 2000 4 1 250 5 84.2
6 2001 1 1 105 5 84.2
6 2001 2 1 289 5 89.9
6 2001 3 0 0 -1 0
6 2001 3 1 282 5 89.9
6 2001 4 0 0 -1 0
6 2001 4 1 250 5 84.2
6 2002 1 1 105 5 84.2
6 2002 2 1 294 5 89.9
6 2002 3 0 0 -1 0
6 2002 3 1 286 5 89.9
6 2002 4 0 0 -1 0
6 2002 4 1 250 5 84.2
6 2003 1 1 105 5 84.2
6 2003 2 1 300 5 89.9
6 2003 3 0 0 -1 0
6 2003 3 1 289 5 89.9
6 2003 4 0 0 -1 0
6 2003 4 1 250 5 84.2
6 2004 1 1 105 5 84.2
6 2004 2 1 312 5 89.9
6 2004 3 0 0 -1 0
6 2004 3 1 305 5 89.9
6 2004 4 0 0 -1 0
6 2004 4 1 250 5 84.2
6 2005 1 1 105 5 84.2
6 2005 2 1 325 5 89.9
6 2005 3 0 0 -1 0
6 2005 3 1 321 5 89.9
6 2005 4 0 0 -1 0
6 2005 4 1 250 5 84.2
6 2006 1 1 105 5 84.2
6 2006 2 1 337 5 89.9
6 2006 3 0 0 -1 0
6 2006 3 1 338 5 89.9
6 2006 4 0 0 -1 0
6 2006 4 1 250 5 84.2
6 2007 1 1 105 5 84.2
6 2007 2 1 350 5 89.9
6 2007 3 0 0 -1 0
6 2007 3 1 354 5 89.9
6 2007 4 0 0 -1 0
6 2007 4 1 250 5 84.2
6 2008 1 1 105 5 84.2
6 2008 2 1 362 5 89.9
6 2008 3 0 0 -1 0
6 2008 3 1 370 5 89.9
6 2008 4 0 0 -1 0
6 2008 4 1 250 5 84.2
6 2009 1 1 105 5 84.2
6 2009 2 1 375 5 89.9
6 2009 3 0 0 -1 0
6 2009 3 1 386 5 89.9
6 2009 4 0 0 -1 0
6 2009 4 1 250 5 84.2
6 2010 1 1 105 5 84.2
6 2010 2 1 387 5 89.9
6 2010 3 0 0 -1 0
6 2010 3 1 402 5 89.9
6 2010 4 0 0 -1 0
6 2010 4 1 250 5 84.2
6 2011 1 1 105 5 84.2
6 2011 2 1 387 5 89.9
6 2011 3 0 0 -1 0
6 2011 3 1 402 5 89.9
6 2011 4 0 0 -1 0
6 2011 4 1 250 5 84.2
6 2012 1 1 105 5 84.2
6 2012 2 1 387 5 89.9
6 2012 3 0 0 -1 0
6 2012 3 1 402 5 89.9
6 2012 4 0 0 -1 0
6 2012 4 1 250 5 84.2
6 2013 1 1 105 5 84.2
6 2013 2 1 387 5 89.9
6 2013 3 0 0 -1 0
6 2013 3 1 402 5 89.9
6 2013 4 0 0 -1 0
6 2013 4 1 250 5 84.2
7 1974 1 1 65 5 14.95
7 1974 2 1 285 5 15.084
7 1974 3 0 0 -1 0
7 1974 3 1 232 5 15.084
7 1974 4 0 0 -1 0
7 1974 4 1 33 5 14.95
7 1975 1 1 67 5 14.95
7 1975 2 1 297 5 15.084
7 1975 3 0 0 -1 0
7 1975 3 1 244 5 15.084
7 1975 4 0 0 -1 0
7 1975 4 1 34 5 14.95
7 1976 1 1 70 5 14.95
7 1976 2 1 309 5 15.084
7 1976 3 0 0 -1 0
7 1976 3 1 256 5 15.084
7 1976 4 0 0 -1 0
7 1976 4 1 36 5 14.95
7 1977 1 1 72 5 14.95
7 1977 2 1 321 5 15.084
7 1977 3 0 0 -1 0
7 1977 3 1 268 5 15.084
7 1977 4 0 0 -1 0
7 1977 4 1 38 5 14.95
7 1978 1 1 74 5 14.95
7 1978 2 1 334 5 15.084
7 1978 3 0 0 -1 0
7 1978 3 1 280 5 15.084
7 1978 4 0 0 -1 0
7 1978 4 1 40 5 14.95
7 1979 1 1 76 5 14.95
7 1979 2 1 346 5 15.084
7 1979 3 0 0 -1 0
7 1979 3 1 292 5 15.084
7 1979 4 0 0 -1 0
7 1979 4 1 41 5 14.95
7 1980 1 1 78 5 14.95
7 1980 2 1 358 5 15.084
7 1980 3 0 0 -1 0
7 1980 3 1 304 5 15.084
7 1980 4 0 0 -1 0
7 1980 4 1 43 5 14.95
7 1981 1 1 80 5 14.95
7 1981 2 1 370 5 15.084
7 1981 3 0 0 -1 0
7 1981 3 1 316 5 15.084
7 1981 4 0 0 -1 0
7 1981 4 1 45 5 14.95
7 1982 1 1 82 5 14.95
7 1982 2 1 383 5 15.084
7 1982 3 0 0 -1 0
7 1982 3 1 328 5 15.084
7 1982 4 0 0 -1 0
7 1982 4 1 47 5 14.95
7 1983 1 1 84 5 14.95
7 1983 2 1 395 5 15.084
7 1983 3 0 0 -1 0
7 1983 3 1 340 5 15.084
7 1983 4 0 0 -1 0
7 1983 4 1 48 5 14.95
7 1984 1 1 86 5 14.95
7 1984 2 1 407 5 15.084
7 1984 3 0 0 -1 0
7 1984 3 1 352 5 15.084
7 1984 4 0 0 -1 0
7 1984 4 1 50 5 14.95
7 1985 1 1 88 5 14.95
7 1985 2 1 419 5 15.084
7 1985 3 0 0 -1 0
7 1985 3 1 364 5 15.084
7 1985 4 0 0 -1 0
7 1985 4 1 52 5 14.95
7 1986 1 1 90 5 14.95
7 1986 2 1 431 5 15.084
7 1986 3 0 0 -1 0
7 1986 3 1 376 5 15.084
7 1986 4 0 0 -1 0
7 1986 4 1 54 5 14.95
7 1987 1 1 92 5 14.95
7 1987 2 1 444 5 15.084
7 1987 3 0 0 -1 0
7 1987 3 1 388 5 15.084
7 1987 4 0 0 -1 0
7 1987 4 1 55 5 14.95
7 1988 1 1 94 5 14.95
7 1988 2 1 456 5 15.084
7 1988 3 0 0 -1 0
7 1988 3 1 400 5 15.084
7 1988 4 0 0 -1 0
7 1988 4 1 57 5 14.95
7 1989 1 1 96 5 14.95
7 1989 2 1 468 5 15.084
7 1989 3 0 0 -1 0
7 1989 3 1 412 5 15.084
7 1989 4 0 0 -1 0
7 1989 4 1 59 5 14.95
7 1990 1 1 98 5 14.95
7 1990 2 1 480 5 15.084
7 1990 3 0 0 -1 0
7 1990 3 1 424 5 15.084
7 1990 4 0 0 -1 0
7 1990 4 1 61 5 14.95
7 1991 1 1 100 5 14.95
7 1991 2 1 493 5 15.084
7 1991 3 0 0 -1 0
7 1991 3 1 436 5 15.084
7 1991 4 0 0 -1 0
7 1991 4 1 63 5 14.95
7 1992 1 1 102 5 14.95
7 1992 2 1 505 5 15.084
7 1992 3 0 0 -1 0
7 1992 3 1 448 5 15.084
7 1992 4 0 0 -1 0
7 1992 4 1 64 5 14.95
7 1993 1 1 104 5 14.95
7 1993 2 1 517 5 15.084
7 1993 3 0 0 -1 0
7 1993 3 1 460 5 15.084
7 1993 4 0 0 -1 0
7 1993 4 1 66 5 14.95
7 1994 1 1 106 5 14.95
7 1994 2 1 529 5 15.084
7 1994 3 0 0 -1 0
7 1994 3 1 472 5 15.084
7 1994 4 0 0 -1 0
7 1994 4 1 68 5 14.95
7 1995 1 1 108 5 14.95
7 1995 2 1 542 5 15.084
7 1995 3 0 0 -1 0
7 1995 3 1 484 5 15.084
7 1995 4 0 0 -1 0
7 1995 4 1 70 5 14.95
7 1996 1 1 110 5 14.95
7 1996 2 1 554 5 15.084
7 1996 3 0 0 -1 0
7 1996 3 1 496 5 15.084
7 1996 4 0 0 -1 0
7 1996 4 1 71 5 14.95
7 1997 1 1 112 5 14.95
7 1997 2 1 566 5 15.084
7 1997 3 0 0 -1 0
7 1997 3 1 508 5 15.084
7 1997 4 0 0 -1 0
7 1997 4 1 73 5 14.95
7 1998 1 1 114 5 14.95
7 1998 2 1 578 5 15.084
7 1998 3 0 0 -1 0
7 1998 3 1 520 5 15.084
7 1998 4 0 0 -1 0
7 1998 4 1 75 5 14.95
7 1999 1 1 116 5 14.95
7 1999 2 1 591 5 15.084
7 1999 3 0 0 -1 0
7 1999 3 1 532 5 15.084
7 1999 4 0 0 -1 0
7 1999 4 1 77 5 14.95
7 2000 1 1 118 5 14.95
7 2000 2 1 603 5 15.084
7 2000 3 0 0 -1 0
7 2000 3 1 544 5 15.084
7 2000 4 0 0 -1 0
7 2000 4 1 78 5 14.95
7 2001 1 1 120 5 14.95
7 2001 2 1 615 5 15.084
7 2001 3 0 0 -1 0
7 2001 3 1 556 5 15.084
7 2001 4 0 0 -1 0
7 2001 4 1 80 5 14.95
7 2002 1 1 122 5 14.95
7 2002 2 1 627 5 15.084
7 2002 3 0 0 -1 0
7 2002 3 1 568 5 15.084
7 2002 4 0 0 -1 0
7 2002 4 1 82 5 14.95
7 2003 1 1 124 5 14.95
7 2003 2 1 640 5 15.084
7 2003 3 0 0 -1 0
7 2003 3 1 580 5 15.084
7 2003 4 0 0 -1 0
7 2003 4 1 84 5 14.95
7 2004 1 1 121 5 14.95
7 2004 2 1 618 5 15.084
7 2004 3 0 0 -1 0
7 2004 3 1 560 5 15.084
7 2004 4 0 0 -1 0
7 2004 4 1 81 5 14.95
7 2005 1 1 118 5 14.95
7 2005 2 1 595 5 15.084
7 2005 3 0 0 -1 0
7 2005 3 1 539 5 15.084
7 2005 4 0 0 -1 0
7 2005 4 1 78 5 14.95
7 2006 1 1 115 5 14.95
7 2006 2 1 573 5 15.084
7 2006 3 0 0 -1 0
7 2006 3 1 519 5 15.084
7 2006 4 0 0 -1 0
7 2006 4 1 75 5 14.95
7 2007 1 1 111 5 14.95
7 2007 2 1 550 5 15.084
7 2007 3 0 0 -1 0
7 2007 3 1 499 5 15.084
7 2007 4 0 0 -1 0
7 2007 4 1 72 5 14.95
7 2008 1 1 108 5 14.95
7 2008 2 1 528 5 15.084
7 2008 3 0 0 -1 0
7 2008 3 1 479 5 15.084
7 2008 4 0 0 -1 0
7 2008 4 1 69 5 14.95
7 2009 1 1 105 5 14.95
7 2009 2 1 506 5 15.084
7 2009 3 0 0 -1 0
7 2009 3 1 458 5 15.084
7 2009 4 0 0 -1 0
